Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn Value
48,3618,0,1,0,0,1,1,1,1,1,1,1,2,1,1
37,2466,0,1,1,1,1,1,1,1,0,0,0,1,0,0
4,757,0,1,0,0,1,0,1,0,0,2,1,1,1,1
1,373,0,0,0,0,0,0,0,0,0,2,0,2,1,1
1,444,1,0,0,0,0,0,0,1,0,2,1,1,1,1
15,1551,0,1,1,0,1,0,0,0,0,2,1,3,1,0
68,3660,0,1,1,0,0,1,0,0,0,1,1,3,1,0
0,166,0,0,0,0,0,0,0,0,0,2,1,1,1,0
63,2751,0,1,1,0,1,0,0,0,0,0,1,2,0,0
71,4605,1,1,1,1,1,1,1,1,1,1,1,3,1,0
22,2101,1,1,1,0,1,1,0,0,1,2,1,2,1,0
22,1398,0,1,0,0,0,0,0,0,0,0,1,3,0,1
34,1979,0,0,0,1,0,0,0,0,0,1,0,0,0,0
54,3538,0,1,0,0,1,1,0,1,0,2,1,3,1,0
45,3420,1,0,0,0,1,1,0,1,1,2,1,1,1,0
29,2140,0,1,0,0,1,1,1,0,1,0,0,2,0,0
34,2776,1,1,0,0,0,1,0,1,1,2,0,2,1,0
7,1017,0,1,0,1,0,0,0,0,0,2,0,1,1,1
32,1876,0,1,0,0,0,0,1,0,0,0,1,0,0,0
61,3160,0,1,0,1,1,1,0,1,0,1,1,3,0,0
63,3766,0,1,1,0,0,1,0,0,1,0,0,3,1,0
0,114,0,0,0,0,0,0,0,0,0,2,0,2,1,1
42,2641,0,0,0,0,0,0,0,0,0,2,1,3,1,0
70,3723,0,0,0,0,1,0,0,0,0,0,1,3,1,0
71,4570,0,1,0,1,1,1,1,1,1,1,1,3,1,0
3,649,0,0,0,0,0,0,0,0,1,2,1,1,1,1
69,4574,0,1,1,1,1,1,1,1,1,1,1,3,1,0
1,287,0,0,0,0,1,0,1,0,0,2,1,3,0,1
54,3262,0,0,0,0,1,1,0,0,0,2,1,1,1,0
1,296,0,0,0,0,0,0,1,0,0,2,1,3,0,0
21,2005,1,1,1,0,0,0,0,1,0,2,0,2,1,0
53,3622,1,1,0,0,0,1,0,1,1,2,1,3,1,0
64,4288,1,1,0,0,1,1,0,1,1,0,1,1,1,1
22,1874,0,0,0,0,0,0,1,1,1,0,1,0,0,0
66,4194,0,1,1,1,0,1,1,0,1,0,1,2,1,0
9,1116,0,0,0,0,0,0,0,0,0,2,0,0,1,0
18,1317,0,1,1,1,0,0,0,0,0,0,1,2,0,0
51,2333,0,0,0,1,0,0,0,0,0,2,1,2,0,0
56,4030,0,1,0,0,1,1,1,1,1,0,1,2,1,0
69,4254,0,1,0,1,1,1,1,1,1,1,1,3,0,0
0,259,1,0,0,0,0,0,0,1,1,2,1,1,1,1
19,1939,1,1,0,0,0,0,0,1,1,0,1,2,1,0
1,439,0,1,1,1,0,0,0,1,1,2,0,1,1,0
71,4239,1,1,0,1,1,1,1,0,0,1,1,2,1,0
8,1266,0,1,1,0,1,1,0,1,1,2,1,3,1,0
6,901,0,0,0,0,1,0,0,0,0,2,1,2,1,0
0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0
70,4594,0,1,0,1,1,1,1,1,1,1,1,2,1,0
71,4004,0,1,0,1,1,1,1,1,1,1,0,0,0,0
71,4549,0,1,0,0,1,1,1,1,1,0,1,2,1,0
11,1281,0,1,0,0,1,1,0,0,0,2,1,1,1,1
0,157,0,0,0,0,1,0,0,0,0,2,0,1,1,0
44,2926,1,0,0,1,1,0,1,0,0,2,1,2,1,0
41,2999,1,1,0,0,0,0,0,1,1,2,1,1,1,0
64,4332,1,0,0,1,0,1,1,1,1,1,1,1,1,0
66,3198,0,0,0,1,0,1,0,0,1,1,0,2,0,0
19,2170,0,1,0,0,1,1,0,1,1,2,1,2,1,1
70,4451,0,1,0,0,1,1,0,1,1,1,1,2,1,0
23,1610,0,0,0,1,0,0,1,0,0,2,0,1,0,0
0,108,0,0,0,0,0,0,0,0,0,2,1,1,1,1
29,2055,0,0,0,1,1,0,1,1,0,0,0,1,0,0
39,2040,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,1351,0,0,0,0,0,0,0,0,1,2,1,1,1,1
1,311,0,0,0,1,0,1,0,0,0,2,0,1,0,0
71,3932,0,1,1,1,0,1,1,1,1,1,1,2,0,0
12,1439,1,0,0,0,0,0,0,0,1,2,1,1,1,1
16,1801,1,1,0,0,0,1,0,1,1,2,1,3,1,1
19,1880,0,0,0,0,0,1,0,1,0,2,1,1,1,1
0,204,0,0,0,0,0,0,0,1,0,2,1,1,1,1
44,2960,0,1,0,1,1,1,1,1,1,1,1,0,0,0
60,4097,1,1,0,0,1,1,0,1,1,0,1,3,1,1
0,150,0,0,0,1,0,0,0,0,0,2,1,0,1,1
71,4277,1,1,0,0,1,0,0,1,1,1,0,2,1,0
47,2764,0,1,0,0,1,1,0,0,1,0,1,3,0,0
60,3632,0,0,0,0,1,1,1,1,1,1,0,3,0,0
55,3279,0,0,0,0,1,1,1,1,1,1,1,3,0,0
27,1732,0,0,0,1,1,0,0,0,0,2,0,1,0,0
71,4034,0,1,0,1,1,1,1,1,1,1,1,2,0,0
51,3693,1,1,0,1,0,1,1,1,1,0,1,2,1,0
6,731,0,0,0,0,0,0,0,1,0,2,0,0,0,0
33,2395,0,1,1,0,0,0,0,0,1,0,1,2,1,0
53,3968,1,1,0,0,1,1,1,1,1,1,1,1,1,0
60,4106,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,157,0,0,0,0,0,0,0,0,0,2,1,1,1,1
0,213,0,1,1,0,0,0,0,0,1,2,1,1,1,0
71,4445,0,0,0,0,1,1,0,1,1,0,1,1,1,0
9,1119,0,0,0,0,0,0,0,0,0,2,1,1,1,1
50,3784,0,0,0,1,1,1,0,1,1,0,0,2,1,0
34,2285,0,1,0,0,1,0,1,1,0,0,1,1,0,0
56,3675,1,1,0,0,1,1,0,0,1,2,0,3,1,0
60,3770,0,1,0,0,1,0,1,1,0,1,1,1,1,1
44,3357,1,0,0,0,0,1,0,1,1,0,1,2,1,0
53,3647,1,1,0,0,1,0,0,1,1,0,1,3,1,1
45,3145,0,0,0,1,0,0,0,1,0,2,1,3,1,0
44,3127,1,0,0,0,0,0,0,1,1,2,1,2,1,0
25,1909,0,0,0,0,0,0,0,0,0,2,1,3,1,0
0,141,1,0,0,0,0,0,0,0,0,2,1,1,1,1
41,2747,0,1,0,0,0,0,0,1,0,2,1,3,1,1
52,2888,0,1,1,1,1,0,0,0,1,1,0,2,0,0
65,4342,0,1,0,0,1,1,0,1,1,2,1,3,1,1
41,2676,1,1,0,1,0,0,0,0,0,2,1,3,1,1
0,59,1,0,0,0,0,1,0,0,0,2,1,0,0,1
23,2313,1,0,0,0,1,1,0,1,1,2,1,3,1,1
36,2305,0,1,0,1,0,1,1,0,0,0,0,3,0,0
20,2178,0,1,0,1,0,1,0,1,1,2,1,1,1,1
19,1965,0,1,0,1,1,0,1,1,0,2,1,1,1,0
44,2824,0,1,1,1,1,1,1,1,0,2,0,0,0,0
14,1014,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,2112,0,0,0,0,0,0,1,1,0,2,0,0,0,0
65,3924,0,0,0,0,1,0,0,0,1,2,0,3,1,0
67,3829,0,1,0,0,1,1,0,0,0,0,0,3,1,0
70,4159,0,1,0,0,0,0,0,1,1,1,1,2,1,1
70,4407,1,0,0,0,1,0,1,1,1,0,0,2,1,0
71,4491,1,0,0,1,1,0,1,1,1,1,1,2,1,0
48,3066,1,0,0,1,1,1,1,0,1,1,0,3,0,0
7,1029,0,1,1,1,1,0,1,0,1,1,1,3,0,0
36,2230,0,0,0,0,0,0,0,1,1,2,1,1,0,1
0,122,0,0,0,0,0,0,0,0,0,2,0,1,1,0
10,1006,0,0,0,1,0,0,1,0,0,0,1,0,0,0
33,2557,0,1,0,0,1,0,0,0,1,2,0,0,1,0
62,4018,0,0,0,1,1,1,0,1,0,1,0,3,1,0
5,877,0,1,0,0,0,0,1,0,0,2,1,1,1,1
2,410,0,1,1,0,1,0,0,1,0,2,1,3,0,0
25,2076,0,1,1,0,0,1,1,1,1,0,1,3,0,0
17,1888,0,1,0,0,0,1,0,1,1,2,0,0,1,1
1,408,0,0,0,0,0,0,0,1,1,2,1,1,1,1
4,531,1,0,0,0,0,1,0,0,0,2,0,1,0,1
8,1044,0,1,0,0,0,1,0,0,0,2,1,2,1,1
64,4233,0,1,0,1,0,1,0,1,1,2,1,1,1,0
41,3264,0,1,0,0,0,1,1,1,1,2,1,2,1,1
24,2254,0,1,0,0,0,0,1,1,1,2,1,1,1,0
63,4107,1,1,0,1,1,1,0,0,1,0,0,2,1,0
71,4614,0,1,0,1,1,1,1,1,1,1,1,3,1,0
41,3134,0,0,0,0,0,0,1,1,1,2,1,1,1,0
59,4154,0,1,0,1,0,1,1,1,1,2,1,2,1,0
51,3646,0,0,0,0,1,1,0,1,1,2,1,1,1,0
3,699,1,0,0,0,0,1,0,1,0,2,1,1,1,1
8,1089,0,0,0,0,0,1,0,0,0,2,1,1,1,0
60,3997,0,1,1,0,1,0,1,1,1,0,1,2,1,0
26,1718,0,0,0,1,1,0,0,0,0,1,0,2,0,0
1,325,1,0,0,0,0,0,0,0,0,2,1,1,1,1
64,4230,1,1,0,1,0,1,0,1,1,2,0,2,1,1
67,3999,0,0,0,1,1,1,1,1,1,1,1,1,0,0
28,2184,0,1,0,0,1,0,0,0,0,2,1,2,1,1
29,2361,1,0,0,1,0,0,0,0,1,2,1,3,1,0
48,2901,0,0,0,0,0,1,1,1,1,1,1,2,0,0
61,2911,0,1,0,0,1,1,1,0,0,1,1,3,0,0
0,201,0,1,0,0,0,0,0,1,0,2,1,0,1,1
71,3986,0,1,1,1,1,1,1,1,1,1,0,2,0,0
46,3294,0,1,0,0,0,0,0,1,1,0,1,3,1,0
10,1193,0,1,0,0,0,0,0,0,0,2,1,1,1,1
21,1843,0,1,0,0,0,0,0,1,0,2,1,3,1,0
54,3348,0,1,1,0,0,0,0,0,1,2,0,2,1,0
0,182,0,0,0,0,0,0,0,1,0,2,0,1,1,1
39,3118,0,1,0,0,1,1,0,1,1,0,1,2,1,0
59,3835,1,1,1,1,1,0,0,0,1,2,1,1,1,0
59,4111,1,0,0,0,0,1,1,1,1,0,1,1,1,1
20,1760,0,0,0,0,0,0,0,0,0,2,1,1,1,0
46,2435,0,1,0,0,1,0,0,1,0,2,1,2,0,0
0,220,0,0,0,1,1,0,1,0,0,2,1,0,1,0
10,1289,0,0,0,0,0,0,1,0,0,2,1,1,1,1
2,484,0,0,0,0,0,0,0,0,0,2,1,1,1,0
63,3856,0,1,1,1,0,1,0,0,1,1,0,2,1,0
16,1419,0,1,1,1,0,0,1,0,0,0,1,0,0,0
1,453,0,0,0,0,0,1,0,1,0,2,1,1,1,1
71,4330,0,1,0,1,1,1,1,0,0,1,1,2,1,0
46,3438,0,0,0,0,1,1,0,1,1,0,1,1,1,0
16,1479,0,1,0,1,1,0,0,0,1,0,0,0,0,0
43,2527,0,1,1,0,1,1,1,0,0,2,1,0,0,0
44,2729,0,0,0,1,0,0,1,0,1,1,0,0,0,0
2,481,0,0,0,0,0,0,0,0,0,2,0,0,1,1
39,2680,1,0,0,1,1,0,0,0,0,2,1,3,1,1
54,3614,0,0,0,0,0,0,0,1,1,2,1,1,1,1
67,3815,0,1,1,0,1,0,1,0,0,0,1,2,1,0
61,2765,0,1,1,1,0,1,0,0,0,0,0,3,0,0
69,3925,0,1,1,0,1,1,1,1,1,1,1,1,0,0
0,102,0,0,0,0,0,0,0,0,0,2,0,1,1,1
5,840,1,1,0,0,0,0,0,0,1,2,1,1,1,1
42,2118,0,1,1,0,1,0,0,0,0,2,0,0,0,0
59,3850,0,1,0,1,0,1,0,1,0,0,1,2,1,0
0,111,1,1,0,0,0,0,0,0,0,2,1,1,1,1
71,4599,0,1,0,1,1,1,1,1,1,1,0,3,1,0
0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,1
56,2592,0,1,1,1,1,0,0,0,0,0,0,1,0,0
46,3368,0,1,1,0,1,0,0,1,1,2,1,1,1,1
24,2054,0,0,0,0,0,0,0,0,1,2,1,1,1,1
23,1502,0,0,0,1,0,0,0,0,0,2,1,2,0,1
9,1391,0,0,0,0,0,1,0,1,1,2,1,1,1,1
31,2191,1,0,0,0,1,0,0,0,0,2,1,1,1,1
6,1019,0,0,0,0,1,0,0,1,1,0,1,0,1,0
50,3093,0,0,0,1,1,1,1,1,0,0,1,3,0,0
70,3860,1,1,0,1,1,1,1,0,1,1,1,2,0,0
59,3287,0,1,1,0,1,0,1,1,1,1,0,2,0,0
55,3820,0,1,0,0,0,1,1,1,1,1,0,2,1,0
63,4082,0,1,0,1,0,1,0,1,1,1,1,2,1,0
40,2505,0,0,0,0,0,1,1,0,1,0,1,1,0,0
71,3411,0,1,1,1,1,0,1,1,0,1,0,2,0,0
71,4072,0,0,0,0,1,1,1,1,1,1,0,2,0,0
39,2803,0,0,0,0,1,0,1,0,1,0,1,3,1,0
16,1400,0,1,0,0,0,1,1,0,0,0,1,0,0,0
13,1027,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16,1803,0,0,0,1,0,0,0,1,1,2,0,1,1,1
65,4418,1,0,0,0,1,1,1,1,1,0,0,3,1,1
24,2078,0,0,0,0,0,0,0,1,0,2,1,0,1,0
19,1478,1,0,0,0,0,0,0,0,1,2,1,0,0,1
13,1497,0,1,1,0,0,0,0,1,0,2,1,1,1,0
41,2993,0,1,1,1,1,0,0,1,0,0,1,3,1,0
69,4356,0,1,0,0,0,1,1,1,1,1,1,2,1,0
70,4578,0,1,1,1,1,1,1,1,1,1,1,2,1,0
19,1384,1,0,0,1,0,0,1,0,0,0,0,0,0,0
64,4100,0,1,0,1,1,0,1,1,0,1,1,3,1,0
65,4289,0,1,0,1,0,1,0,1,1,1,1,3,1,1
14,1445,0,0,0,0,0,0,0,0,0,2,1,0,1,1
15,1737,1,0,0,0,0,0,0,1,1,2,1,1,1,1
2,469,0,1,1,0,0,0,0,0,0,2,1,1,1,0
70,3947,0,1,1,1,1,1,1,1,1,1,0,2,0,0
69,4494,0,1,0,0,1,1,1,1,1,1,1,1,1,0
0,192,0,1,0,0,0,0,0,1,0,2,1,2,1,1
71,3972,0,1,0,1,1,1,0,1,1,1,1,1,0,0
17,1338,0,1,0,0,0,1,0,0,1,2,0,1,0,1
14,1657,0,0,0,0,1,0,0,1,1,2,1,1,1,0
22,1991,0,1,0,0,1,1,1,0,0,0,0,0,1,0
45,3109,0,0,0,1,1,0,0,0,1,2,1,1,1,1
0,214,0,0,0,0,0,0,0,0,1,2,1,1,1,1
6,915,1,1,0,0,0,0,0,0,0,2,1,1,1,0
23,1920,0,1,0,1,1,0,0,1,1,0,0,1,0,0
6,997,0,1,0,0,1,0,1,1,0,2,1,1,1,1
30,2302,0,1,0,0,1,0,1,1,1,1,0,2,0,0
18,1678,0,1,0,1,0,0,0,0,0,2,1,1,1,1
29,2719,0,0,0,0,1,1,1,1,1,0,0,3,1,0
3,693,0,0,0,0,0,0,0,1,0,2,1,1,1,1
11,1381,0,0,0,0,1,0,0,1,0,2,1,2,1,1
38,2792,0,1,0,0,1,1,1,0,0,0,1,1,1,1
50,3223,0,1,0,1,1,1,1,1,1,1,0,3,0,0
2,576,0,0,0,0,0,0,0,0,1,2,1,1,1,1
0,208,0,0,0,0,0,0,0,1,0,2,1,1,1,0
70,3799,0,0,0,1,1,1,1,0,1,1,0,2,0,0
16,1500,0,0,0,0,0,0,0,0,0,2,1,1,1,0
52,2904,0,1,1,1,1,0,1,1,0,1,1,0,0,0
24,2224,0,1,0,0,0,0,1,1,1,2,1,3,1,0
10,1233,1,1,1,0,0,1,0,0,0,2,1,3,1,0
7,1157,0,0,0,0,0,0,0,1,1,2,0,2,1,1
39,2707,0,1,1,0,0,1,0,0,0,2,1,1,1,0
71,3635,1,1,0,0,0,1,0,1,1,1,1,3,0,0
4,831,0,1,0,0,1,0,1,1,1,2,1,0,1,1
65,4308,0,1,1,1,1,1,0,1,1,0,1,2,1,0
2,461,1,0,0,0,0,1,0,0,0,2,0,1,1,0
51,3510,0,1,0,0,1,1,0,1,0,2,0,2,1,0
58,3745,0,1,0,1,1,0,0,1,0,2,1,1,1,0
67,4157,1,1,0,1,1,0,0,0,1,0,1,3,1,1
0,31,0,1,0,0,0,0,0,0,0,2,1,1,0,1
47,2460,1,1,0,0,1,0,0,0,1,0,1,2,0,0
66,2965,0,0,0,1,1,0,1,0,0,0,0,3,0,0
16,1690,0,1,0,1,1,1,0,0,0,2,0,3,1,1
10,1036,0,0,0,0,0,1,1,0,0,0,0,2,0,0
47,2514,0,0,0,1,0,1,1,0,0,0,1,3,0,1
20,1847,0,1,0,1,0,1,1,1,1,0,0,0,0,0
71,4138,0,1,0,1,1,1,1,1,1,1,0,2,0,0
63,3339,0,1,0,1,0,1,0,1,1,0,1,3,0,0
71,3597,0,1,1,1,1,1,1,0,1,1,1,1,0,0
1,334,0,0,0,0,0,0,0,0,0,2,1,0,1,0
0,21,1,0,0,0,0,0,0,0,0,2,0,1,0,1
54,3108,1,1,1,1,0,1,1,1,0,0,0,1,0,0
23,1988,0,0,0,1,0,0,1,0,0,2,1,1,1,0
15,1410,0,0,1,1,1,0,0,0,1,2,1,1,0,0
20,1869,0,0,1,1,0,0,0,0,0,2,0,1,1,0
51,3775,1,1,0,1,1,1,0,1,1,2,1,1,1,0
71,3451,0,0,0,1,1,1,1,0,0,1,0,2,0,0
17,1618,1,0,0,0,1,0,0,0,0,2,1,1,1,0
50,3002,0,1,0,0,1,0,1,1,1,0,1,3,0,0
43,2962,0,0,0,0,1,1,0,0,0,2,1,2,1,1
7,1048,0,1,0,0,0,0,0,0,1,2,1,2,1,0
4,569,0,0,0,1,0,0,1,0,0,2,0,3,0,1
65,2938,0,1,0,1,1,0,1,0,0,1,1,3,0,0
10,1213,0,0,0,1,0,0,0,0,0,2,0,1,1,0
0,196,0,0,0,0,0,0,0,1,0,2,1,1,1,1
45,3220,0,0,0,0,1,1,0,0,1,0,1,1,1,0
21,1490,0,0,0,0,1,0,1,0,0,0,1,3,0,1
50,3521,0,0,0,0,1,1,0,1,1,2,1,1,1,0
70,3782,1,1,0,1,0,0,0,0,0,1,1,3,1,0
7,1073,0,1,0,0,1,0,0,1,0,2,1,1,1,1
66,2949,0,1,1,1,1,0,0,0,0,1,1,2,0,0
71,3391,0,1,0,1,0,1,1,0,0,1,1,3,0,0
0,195,0,0,0,0,0,0,0,0,1,2,0,1,1,1
70,4252,0,1,0,1,1,0,0,1,0,0,0,0,1,0
67,4190,0,1,1,1,1,0,1,0,1,1,0,2,1,0
62,3587,0,1,0,1,0,1,0,0,0,0,1,3,1,0
63,4411,0,1,0,1,1,1,1,1,1,0,1,1,1,0
40,2574,0,1,1,1,1,1,0,1,0,2,1,3,0,0
53,2817,1,0,0,0,0,1,1,0,1,0,0,2,0,0
1,355,0,0,0,0,1,0,0,0,0,2,1,1,1,0
41,3174,0,1,1,0,0,1,1,1,1,1,1,1,1,0
32,2578,0,0,0,1,0,0,1,1,0,1,1,1,1,0
31,2214,0,1,1,1,1,1,1,0,1,1,0,0,0,0
38,2918,0,1,1,0,0,0,1,1,1,2,1,3,1,0
61,2802,0,0,0,1,1,0,0,0,0,0,0,2,0,0
13,1146,0,0,0,0,1,0,0,0,0,2,1,3,0,0
62,3636,1,1,0,1,1,1,1,1,1,0,1,2,0,0
2,366,0,0,0,0,0,0,0,0,0,2,1,0,0,1
3,467,0,0,0,0,0,0,0,0,0,2,1,1,0,0
15,1476,0,0,0,0,0,0,1,0,0,2,1,3,1,0
4,568,0,1,1,0,0,0,1,0,0,2,1,0,0,0
69,4400,1,1,0,0,1,0,1,1,1,1,1,2,1,0
13,1481,0,0,0,0,0,0,1,1,0,2,1,1,1,1
4,737,1,0,0,1,1,0,0,0,0,2,0,1,1,0
0,96,0,0,0,0,1,0,1,0,0,2,0,0,0,1
71,4124,0,1,0,1,1,1,1,1,1,1,0,2,0,0
31,2376,1,0,0,0,0,1,0,0,0,2,1,3,1,0
1,212,0,0,0,0,0,0,0,0,0,2,0,0,0,1
70,4184,0,1,0,1,1,1,1,1,1,1,0,1,0,0
69,4255,0,1,0,0,1,0,0,1,1,1,0,2,1,1
54,2478,0,0,0,1,0,0,0,0,0,2,1,3,0,0
2,401,0,0,0,1,1,0,0,0,0,2,0,1,0,1
0,133,0,1,1,0,0,0,0,0,0,2,1,0,1,1
7,856,0,0,0,1,0,0,0,1,0,2,1,1,0,0
10,1114,0,0,0,1,0,1,0,0,1,2,0,2,0,0
45,3218,0,0,0,0,0,0,0,1,1,2,0,2,1,1
39,2443,0,0,0,1,0,1,0,0,1,2,0,1,0,0
57,3867,0,1,1,1,1,0,0,1,1,0,0,3,1,0
36,2231,0,0,0,1,0,0,0,1,0,0,0,2,0,0
2,376,0,1,0,0,0,1,1,0,0,2,1,0,0,0
10,1210,1,1,0,0,0,0,0,0,0,2,1,1,1,0
29,2352,0,1,1,0,1,0,1,0,0,2,1,2,1,0
17,1723,1,0,0,0,1,0,1,0,0,2,1,1,1,1
40,2167,0,0,0,0,0,1,0,0,0,2,1,2,0,0
71,4504,0,0,0,0,1,1,1,1,1,1,1,3,1,0
14,1450,1,0,0,0,0,0,0,0,0,2,1,3,1,1
1,357,0,1,0,0,1,0,0,0,0,2,1,2,1,1
31,2568,1,0,0,0,0,0,0,1,1,2,1,3,1,1
61,3761,1,1,0,1,1,1,0,0,0,2,1,1,1,0
65,4123,1,0,0,1,0,0,0,1,1,1,1,2,1,0
10,1435,1,0,1,0,1,0,0,1,1,2,1,1,1,1
71,4401,0,1,1,0,1,1,0,1,1,0,1,3,1,0
1,351,0,1,1,0,0,0,0,0,0,2,0,0,1,0
0,197,0,0,0,0,0,0,0,0,1,2,1,1,1,1
70,4483,1,1,0,1,1,1,0,1,1,2,1,1,1,0
0,38,0,0,0,0,0,0,0,0,0,2,0,0,0,1
48,3534,0,0,0,0,0,0,1,1,1,0,1,2,1,1
39,3137,0,1,0,1,0,1,0,1,1,0,0,2,1,0
13,1308,0,1,1,1,1,0,0,0,1,2,0,0,0,0
15,1492,0,1,1,0,1,0,0,0,0,2,0,2,1,0
0,145,1,0,0,0,0,0,0,0,0,2,1,1,1,1
9,1180,0,0,0,0,0,0,0,0,0,2,1,0,1,1
12,1508,0,0,0,0,0,0,0,0,1,2,1,1,1,0
0,111,0,0,0,0,0,0,0,0,0,2,0,0,1,1
31,2057,0,1,1,0,1,1,0,0,0,2,0,2,0,0
59,3942,1,1,0,0,0,0,1,1,1,2,1,1,1,0
63,3971,1,1,0,0,1,1,0,0,1,2,1,1,1,0
48,3461,0,1,1,0,0,0,1,1,1,0,1,1,1,0
0,105,0,1,0,0,0,0,0,0,0,2,1,1,1,1
50,3156,0,0,0,1,0,0,0,1,0,0,0,0,1,0
70,3720,0,0,0,1,1,1,1,1,0,1,0,3,0,0
36,3062,1,0,0,1,1,0,0,1,1,2,1,2,1,1
24,2324,0,0,0,0,0,1,1,1,1,1,0,2,1,0
41,2744,0,1,0,1,0,0,1,1,1,0,0,3,0,0
51,3297,0,0,0,0,0,1,0,0,1,1,1,3,1,0
26,1790,0,0,0,0,0,1,1,0,0,2,0,1,0,0
5,646,0,0,0,1,0,0,0,0,0,2,1,1,0,0
3,630,0,0,0,0,0,0,0,0,0,2,1,1,1,0
49,3393,1,0,0,0,0,0,0,1,1,2,1,1,1,1
57,3017,0,1,0,1,0,0,1,0,1,0,1,1,0,0
51,3316,0,1,0,1,0,1,1,0,0,1,1,3,1,0
22,1407,0,0,0,0,0,1,0,0,0,2,0,3,0,0
62,4260,0,1,0,0,1,1,0,1,1,0,1,1,1,1
55,3965,0,1,0,1,1,1,0,1,1,0,1,3,1,0
71,4492,1,0,0,1,1,1,1,0,1,1,1,2,1,0
13,1611,0,1,0,1,1,0,1,1,1,0,0,0,1,1
54,3680,0,1,1,1,0,0,0,1,1,0,0,0,1,0
0,79,0,0,0,0,0,0,0,0,1,2,1,0,0,1
62,4169,0,1,0,0,1,1,0,1,1,2,1,1,1,1
31,2537,0,1,0,0,0,1,0,0,1,2,1,2,1,1
8,819,0,1,1,0,1,0,1,0,0,2,0,0,0,0
71,4485,0,1,0,0,1,1,1,1,1,1,1,1,1,0
20,1857,0,0,0,0,0,0,0,0,1,2,1,1,1,0
34,2689,0,0,0,1,0,0,1,0,1,0,1,1,1,0
22,1609,0,1,0,0,0,0,1,1,0,0,0,2,0,0
54,3705,1,0,0,0,0,1,0,1,1,0,1,1,1,1
70,3955,0,1,0,1,1,1,1,1,1,0,1,2,0,0
68,3885,0,0,0,1,0,1,1,1,1,1,1,3,0,0
71,4604,0,1,0,1,1,1,1,1,1,1,0,3,1,0
63,3854,0,1,1,1,1,1,1,1,1,1,1,0,0,0
48,3307,0,1,1,0,0,0,0,1,1,2,1,2,1,0
11,1121,0,1,1,0,0,1,0,1,0,2,1,3,0,0
3,477,0,0,0,0,0,0,0,0,0,2,0,0,0,1
6,711,0,1,0,1,0,0,0,0,0,2,1,2,0,0
26,2102,1,0,1,0,0,1,0,0,0,2,1,1,1,1
17,1863,0,1,0,1,0,0,0,1,1,2,1,1,1,1
59,3849,0,1,1,1,1,0,0,1,0,0,0,2,1,0
71,4563,1,1,0,1,0,1,1,1,1,1,1,0,1,0
6,1028,1,1,0,0,0,0,0,1,1,2,1,2,1,1
46,3346,0,1,0,0,0,1,0,1,1,2,1,1,1,0
0,168,0,0,0,0,1,0,0,0,0,2,1,1,1,1
12,1264,0,1,0,0,0,0,0,0,0,2,1,3,1,1
17,1273,0,1,0,0,0,0,1,0,0,2,1,0,0,0
9,1295,0,0,0,0,0,0,0,1,1,2,0,1,1,1
1,449,0,1,0,0,0,1,1,0,1,2,0,3,1,1
60,3397,0,1,1,1,1,1,1,0,1,0,1,1,0,0
27,2279,0,1,0,0,1,1,0,0,1,2,0,3,1,0
1,337,0,0,0,0,0,0,0,0,0,2,1,1,1,1
16,1647,0,1,0,0,0,0,0,1,0,2,0,1,1,1
2,388,0,0,0,0,0,0,0,1,0,2,0,0,0,1
55,3545,0,1,0,0,1,1,1,0,0,2,0,1,1,0
0,163,0,0,0,0,0,1,0,0,0,2,1,1,1,1
61,4238,0,1,1,1,1,1,1,1,1,1,0,0,1,0
56,3030,1,0,0,1,0,1,1,1,0,1,0,2,0,0
13,1620,1,1,0,0,1,0,0,1,1,2,1,1,1,1
54,3242,0,1,0,0,0,1,0,0,0,2,1,1,1,1
70,4543,0,0,0,0,1,1,1,1,1,1,1,1,1,0
70,3588,0,1,1,1,1,1,1,0,0,1,0,0,0,0
8,1128,1,0,0,0,0,0,0,0,1,2,1,1,1,1
71,4339,0,1,1,0,1,1,1,0,1,1,1,2,1,0
71,4173,0,1,1,1,1,1,1,1,1,1,1,3,0,0
8,1198,0,0,0,0,0,0,0,1,1,2,1,1,1,1
8,1108,0,0,0,0,0,0,0,0,0,2,1,1,1,0
43,2623,1,0,0,0,0,1,0,0,0,2,0,1,1,0
49,3593,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,89,0,1,0,1,0,1,0,0,0,2,0,0,0,0
34,2474,1,1,0,0,0,1,0,0,0,0,1,2,1,0
32,2050,0,0,0,1,1,0,0,0,0,2,1,0,0,0
62,3832,0,1,1,0,1,0,0,0,1,0,1,1,1,0
16,1461,0,1,0,0,0,0,0,0,0,2,1,1,1,1
60,2868,0,1,1,1,1,0,0,0,0,2,0,1,0,0
68,3724,0,0,0,1,1,1,1,0,1,1,1,3,0,0
