decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,sex,tier,race,pass_bar
6,5,103,16,325,313,0,3,1,3,1,1
6,8,111,17,319,385,0,3,1,3,0,1
3,4,94,18,254,268,0,3,0,3,1,1
1,1,101,19,192,197,0,2,0,5,1,1
5,3,103,14,292,246,0,3,1,4,1,1
1,3,50,21,175,247,0,3,0,4,1,1
6,9,82,25,315,421,0,3,0,3,1,1
8,9,86,24,391,446,0,2,0,3,1,1
7,7,74,16,346,353,0,3,1,1,1,1
4,2,68,19,260,226,0,2,1,2,1,1
0,0,70,15,133,158,0,1,1,2,1,1
9,9,62,13,482,451,0,2,0,0,1,0
3,4,111,17,237,280,0,3,0,3,1,1
8,8,98,18,380,398,0,3,1,2,1,1
1,2,90,15,204,213,0,3,0,2,1,1
8,6,58,16,406,324,0,3,1,2,0,1
8,6,101,18,376,335,0,3,0,3,1,1
2,2,66,20,230,226,0,3,1,1,1,1
3,2,50,21,239,237,1,3,0,4,0,1
8,6,105,12,397,333,0,3,1,2,1,1
1,0,98,16,182,127,0,1,1,2,1,1
8,7,64,18,384,369,0,3,1,1,0,1
3,3,90,21,233,254,0,3,0,4,1,1
2,5,98,16,208,311,0,3,0,3,1,1
2,4,54,19,225,285,0,2,0,3,0,1
9,9,94,12,440,478,0,3,1,2,1,1
0,0,90,19,120,147,0,4,1,4,1,1
7,8,86,22,346,401,0,2,1,3,1,1
8,9,78,20,377,447,0,2,0,1,1,1
8,7,18,9,366,350,0,2,1,0,0,1
2,3,109,22,230,258,0,3,1,4,1,1
2,2,82,18,226,211,0,2,1,3,1,1
8,8,82,18,381,404,0,3,0,2,1,1
3,2,62,19,258,232,0,3,0,2,0,1
1,1,107,12,179,163,0,1,1,3,1,1
4,6,103,15,284,323,0,3,0,5,1,1
1,1,111,15,174,166,0,2,1,4,1,1
9,8,103,21,408,416,0,3,1,4,1,1
0,1,56,11,152,179,0,4,1,2,0,0
7,6,98,23,334,345,0,3,0,2,1,1
0,0,46,9,149,118,0,1,0,3,0,1
8,8,105,19,377,405,0,3,0,4,0,1
6,6,94,22,327,327,0,2,0,2,1,1
2,3,70,22,225,259,0,1,1,1,1,1
3,2,9,18,251,209,0,3,0,0,0,0
2,4,82,17,230,265,0,2,1,2,1,1
0,0,54,18,135,160,0,3,0,1,1,0
6,6,103,20,330,346,0,2,0,5,1,1
6,8,98,17,320,408,0,3,0,2,1,1
0,2,70,23,159,213,0,2,0,4,1,1
6,5,112,13,322,307,0,2,1,3,0,1
3,5,66,21,253,305,0,3,1,2,1,1
1,1,62,17,173,184,0,3,1,1,1,1
8,8,70,14,363,403,0,3,1,1,1,1
5,4,105,17,303,289,0,3,1,3,1,1
1,0,58,17,190,159,0,2,1,1,1,0
5,5,94,15,284,296,0,3,0,2,1,1
4,2,70,20,263,226,0,3,0,3,0,1
0,0,82,6,133,138,1,3,1,2,1,1
4,5,86,22,272,299,0,2,1,1,1,1
2,2,78,11,213,222,0,2,1,2,1,1
5,5,74,15,302,292,1,1,0,2,1,1
4,2,70,19,265,222,0,3,1,3,1,1
9,8,107,21,423,386,0,2,1,5,1,1
2,0,103,16,229,155,0,3,1,3,1,1
5,9,62,6,291,440,1,2,0,2,1,1
1,1,66,15,181,161,0,3,1,2,1,1
5,3,98,17,286,251,0,1,1,4,1,1
3,2,42,11,247,232,0,3,1,1,1,1
1,1,101,19,182,201,0,3,1,4,1,1
3,3,42,12,267,242,0,1,1,0,0,0
5,6,70,18,297,335,0,3,1,2,1,1
6,7,82,12,316,367,0,3,1,2,1,1
7,6,90,11,349,344,0,2,1,1,1,1
2,3,94,17,206,257,0,2,0,3,1,1
1,0,107,24,170,137,0,2,0,5,1,1
1,1,18,15,175,169,0,2,0,2,0,0
3,3,42,20,253,256,0,0,0,3,1,0
8,7,86,21,367,360,0,2,1,2,1,1
1,1,94,20,166,200,0,3,0,3,1,1
7,2,94,12,334,208,0,2,1,2,1,1
4,3,78,12,282,259,1,3,1,3,1,1
1,0,42,8,177,134,0,2,0,1,0,0
4,6,86,17,281,324,1,1,1,2,0,1
0,3,38,8,151,241,1,2,0,2,0,0
2,4,94,21,210,266,0,3,0,3,1,1
5,4,98,15,298,273,1,2,1,3,1,1
2,2,82,19,219,223,0,3,1,2,1,0
4,4,101,19,257,284,0,1,1,4,1,1
8,7,78,11,400,357,1,3,0,2,1,1
4,4,74,8,272,274,0,4,1,2,1,1
7,4,82,23,349,287,0,3,1,2,1,1
8,6,103,16,373,343,0,3,1,3,1,1
5,6,86,14,301,341,0,3,0,2,1,1
2,1,82,17,205,184,0,2,0,4,1,1
5,5,60,18,296,315,0,3,0,2,1,1
5,5,98,24,291,314,0,2,0,2,0,1
8,8,66,13,398,413,0,3,1,1,1,1
9,9,80,20,438,428,0,3,0,4,1,1
4,6,46,19,274,322,1,3,0,2,1,1
8,8,98,12,382,421,0,2,0,2,1,1
1,2,58,17,197,222,0,2,1,2,1,1
7,0,52,17,334,130,0,3,0,2,1,1
6,4,58,11,308,269,0,1,1,2,0,1
8,7,94,23,368,367,0,2,0,3,1,1
0,0,74,19,155,146,0,3,1,2,1,1
4,2,86,17,285,229,0,2,1,3,1,1
0,0,22,16,89,149,0,2,0,2,0,1
9,7,90,19,437,357,1,2,1,3,1,1
9,9,42,10,456,438,0,3,1,0,1,1
1,2,74,18,191,231,0,3,1,4,0,1
7,5,70,20,343,306,0,2,1,3,1,1
0,1,74,24,149,191,0,2,0,3,1,1
0,0,78,17,57,130,0,3,0,4,0,0
4,3,101,21,271,243,0,3,1,3,1,1
7,7,103,21,370,364,0,2,1,5,1,1
7,7,101,23,360,367,0,1,1,3,1,1
9,8,82,14,418,384,0,3,1,2,1,1
1,1,58,22,184,182,0,1,0,3,1,1
0,0,66,11,167,121,0,2,0,1,1,0
8,3,78,19,368,260,1,3,0,2,1,1
9,9,98,24,499,511,0,3,0,3,1,1
5,7,90,22,304,354,0,2,0,4,0,1
7,4,86,16,351,280,0,3,1,3,1,1
0,0,58,11,103,145,0,3,0,1,0,0
0,0,66,14,128,123,0,3,1,2,1,1
2,2,78,12,221,217,0,4,1,1,1,1
8,8,112,23,404,386,0,3,1,4,1,1
9,9,113,23,420,504,0,3,0,4,1,1
9,9,105,25,495,518,0,2,0,2,1,1
6,8,80,17,309,386,0,3,0,2,1,1
9,9,103,20,484,542,0,3,0,1,1,1
9,9,86,17,413,451,0,3,0,1,1,1
9,9,86,18,481,447,0,3,0,5,1,1
0,3,34,18,67,243,1,2,0,1,1,0
4,5,103,23,276,302,0,3,1,3,1,1
5,4,94,18,292,281,0,4,1,2,1,1
4,3,66,12,274,254,1,3,1,2,1,1
4,2,60,19,267,206,0,2,1,1,1,1
7,6,42,19,352,342,0,2,1,2,1,1
3,3,98,14,249,247,0,3,1,3,1,1
3,1,98,17,247,203,0,3,1,4,1,1
2,3,62,19,207,234,0,2,1,1,1,1
2,3,82,13,205,258,0,4,1,1,1,0
2,4,86,18,219,285,0,2,1,2,1,1
2,1,66,12,211,195,0,2,1,1,1,1
2,2,74,21,211,239,1,0,1,4,0,1
4,4,3,14,281,268,0,0,0,0,0,1
0,0,86,12,137,127,0,2,0,2,1,0
3,4,98,24,238,289,0,3,1,4,1,1
0,0,82,16,132,141,0,2,0,3,1,1
5,5,78,16,302,290,0,3,0,2,1,1
5,5,46,13,291,298,0,4,1,2,0,1
6,6,107,15,322,336,0,3,1,4,1,1
0,0,30,12,146,127,0,1,0,3,0,1
4,7,82,16,276,347,0,3,1,1,1,1
8,8,91,10,401,416,0,3,1,2,0,1
8,8,113,19,415,403,0,3,0,5,1,1
8,8,90,16,389,395,0,3,0,2,1,1
7,9,80,15,343,439,0,3,0,3,0,1
2,4,70,15,218,290,0,4,1,4,1,1
0,0,103,21,136,141,0,3,1,3,1,1
1,1,98,22,199,189,0,2,1,3,1,1
9,8,98,23,429,410,0,1,1,3,1,1
3,2,98,13,242,239,0,2,1,5,1,1
5,6,90,17,283,318,0,2,0,4,1,1
5,5,74,6,284,312,0,2,1,4,0,1
8,8,86,18,399,391,0,2,1,3,1,1
8,8,103,15,401,398,0,2,1,2,1,1
8,8,105,19,374,386,0,3,0,3,1,1
6,2,107,21,312,238,0,2,1,5,1,1
2,4,94,22,224,276,0,3,0,4,1,1
6,7,66,20,336,350,0,1,1,0,0,1
1,1,90,16,183,181,0,3,1,2,1,1
9,8,112,25,448,399,0,2,1,5,1,1
0,1,62,11,170,187,0,0,1,0,0,1
1,0,50,21,174,148,0,2,0,3,1,1
0,1,94,22,132,183,0,2,0,2,1,1
9,9,78,17,447,455,0,2,1,2,1,1
4,4,58,14,263,281,0,2,0,3,0,1
5,8,98,22,286,381,0,2,1,4,1,1
2,2,86,20,228,232,0,1,1,3,1,1
5,6,94,15,289,334,0,3,0,2,1,1
7,6,66,19,362,344,0,0,0,2,1,1
0,0,54,15,118,143,0,4,0,2,1,0
3,3,34,16,238,243,0,3,0,2,1,1
2,3,62,16,219,258,1,3,0,2,1,1
1,4,94,14,186,271,0,2,1,2,1,1
5,5,98,23,300,310,0,1,0,4,0,1
6,5,107,23,320,301,0,2,1,4,1,1
5,2,66,12,296,208,0,4,1,3,1,1
4,5,90,20,266,298,0,3,1,2,1,1
0,0,22,14,151,153,0,2,0,2,1,1
0,2,86,5,154,223,1,2,1,2,1,1
1,4,103,20,193,264,0,3,0,2,1,1
5,3,111,10,298,248,0,2,1,2,1,1
8,7,78,21,378,366,0,1,1,3,1,1
1,1,58,23,170,173,0,0,1,5,0,1
8,9,98,20,399,444,0,3,1,0,1,1
3,4,62,9,246,265,0,3,1,2,1,1
8,4,82,14,392,274,0,4,1,4,1,1
3,2,90,16,249,235,0,2,1,5,0,1
1,3,74,18,174,239,0,1,0,3,1,1
9,9,75,17,419,426,0,2,1,2,1,1
3,3,94,11,243,263,0,2,1,2,1,1
6,3,50,17,313,258,0,4,1,2,1,1
4,4,86,11,269,267,0,3,1,2,1,1
9,9,107,21,415,426,0,3,0,3,1,1
4,1,50,8,262,198,0,1,1,1,0,1
8,8,70,11,367,392,0,2,1,2,0,1
3,5,107,24,250,301,0,2,1,5,1,1
1,3,98,11,201,264,0,2,1,3,1,1
2,1,78,15,233,186,0,3,0,2,0,0
9,9,107,18,450,422,0,4,1,4,1,1
7,9,111,25,355,452,0,3,1,4,1,1
3,5,113,23,240,300,0,2,0,5,1,1
6,6,113,14,317,344,0,4,0,3,1,1
6,6,52,24,325,331,0,2,0,2,1,1
2,1,52,14,214,183,0,3,1,4,0,0
0,3,66,18,119,249,0,2,0,2,1,0
7,5,74,16,352,317,0,3,1,2,1,1
0,0,62,16,105,158,0,3,0,2,0,0
9,9,103,25,479,445,0,3,1,2,1,1
9,9,82,24,476,421,0,3,1,3,1,1
7,7,58,11,366,351,0,1,0,0,0,0
4,2,98,24,265,242,0,1,0,5,1,0
4,4,94,18,278,275,0,3,0,3,1,1
6,5,86,19,317,294,0,2,0,3,1,1
7,6,70,15,342,324,0,2,1,0,1,1
7,6,101,8,341,334,1,2,1,4,1,1
4,4,101,13,270,272,0,4,0,4,1,1
9,9,86,12,486,472,0,4,1,2,1,1
9,9,103,25,441,439,0,2,1,2,1,1
9,9,101,23,452,423,0,3,0,4,1,1
9,9,103,15,419,464,0,3,0,3,1,1
4,2,46,25,266,206,0,1,1,3,1,1
2,0,103,12,226,156,0,3,0,2,1,0
2,3,90,15,225,241,0,3,1,4,0,1
4,4,111,19,266,280,0,3,0,3,1,1
3,3,101,22,248,246,0,4,1,4,1,1
6,5,98,15,326,293,0,3,0,2,1,1
0,0,62,18,131,144,0,2,1,2,1,1
8,8,58,23,395,380,0,2,0,2,1,1
8,9,74,18,399,440,0,2,1,2,1,1
6,8,109,19,332,418,0,3,1,3,1,1
7,3,50,20,343,251,0,2,0,4,1,1
7,7,86,16,347,355,0,3,1,2,1,1
3,2,107,7,232,230,0,1,1,4,1,1
9,8,94,14,444,416,0,3,1,2,1,1
4,4,98,19,270,281,0,2,1,2,1,1
1,3,78,16,205,244,0,3,1,2,1,1
1,1,101,17,203,196,0,3,0,3,1,0
4,0,82,22,274,141,0,3,1,4,1,1
3,3,82,19,252,250,0,2,1,2,1,0
7,5,52,14,338,308,0,3,1,2,1,1
1,1,103,10,180,168,0,3,1,2,1,1
1,1,82,16,189,203,0,3,0,2,1,1
8,4,103,19,371,278,0,4,1,3,1,1
8,9,103,23,404,453,1,1,0,5,1,1
2,5,103,14,227,290,0,3,1,2,1,1
9,9,45,15,459,483,0,1,1,0,1,1
0,1,78,21,141,180,0,2,0,4,0,1
6,8,88,18,329,387,0,2,0,3,1,1
7,7,90,13,359,354,0,2,0,2,1,1
0,0,78,18,96,105,0,2,1,2,1,0
3,2,94,16,242,230,0,2,1,3,1,1
2,0,42,18,211,157,0,3,1,1,1,0
3,6,109,19,237,337,0,3,0,5,1,1
3,2,101,13,236,226,0,2,1,4,1,1
0,0,46,14,149,104,0,2,1,4,0,1
9,9,112,17,484,576,0,3,1,5,1,1
7,7,90,10,351,378,0,2,1,1,1,1
2,2,109,20,204,209,0,3,1,5,1,1
6,4,74,19,313,287,0,1,1,2,0,1
4,3,78,20,265,238,0,3,0,2,1,1
7,7,66,12,351,353,0,4,0,1,1,1
2,2,101,16,233,221,0,3,1,3,1,1
4,8,58,13,266,383,0,3,1,4,1,1
9,9,103,25,416,448,0,3,1,2,1,1
0,0,98,14,36,16,0,3,0,5,0,1
0,1,86,7,148,193,1,2,1,3,1,0
2,2,66,15,218,211,0,2,0,2,0,1
0,0,78,18,125,150,0,2,0,2,1,1
6,7,86,18,321,371,0,3,0,4,1,1
5,6,94,17,294,335,0,2,1,2,0,1
2,3,58,14,234,251,0,3,0,2,1,0
4,6,48,9,267,313,0,3,1,1,1,1
3,0,78,19,243,166,0,3,1,1,1,0
4,3,94,20,269,262,0,3,1,3,1,1
3,3,101,19,249,255,0,1,0,3,1,1
1,1,78,17,187,195,0,2,1,1,1,1
2,1,86,18,215,174,0,4,0,2,1,0
3,2,98,19,257,219,0,3,1,3,1,1
6,6,90,19,329,344,0,1,0,2,1,1
1,1,90,17,205,203,0,4,1,2,1,1
3,6,98,17,257,324,0,3,1,3,1,1
5,4,88,13,284,282,0,4,0,2,1,1
1,1,78,10,192,180,0,3,0,2,1,1
2,1,86,11,229,200,0,2,1,1,1,1
7,7,98,17,351,351,0,3,1,4,1,1
6,8,94,20,329,378,1,1,1,4,1,1
5,6,94,21,297,337,0,2,0,2,1,1
9,9,105,25,454,425,0,3,1,5,1,1
8,6,84,21,367,330,0,3,0,3,1,1
9,9,82,23,462,526,0,3,1,4,1,1
2,1,82,24,233,178,0,2,0,3,1,1
7,6,90,19,343,342,0,2,0,2,1,1
8,7,82,17,373,369,0,2,0,1,1,0
9,9,98,19,449,450,0,4,1,3,1,1
7,8,74,15,338,411,0,3,0,2,1,1
5,4,62,15,281,282,0,3,1,1,1,0
6,7,82,23,337,365,0,3,0,5,1,1
8,6,80,18,380,340,0,3,1,3,1,1
8,0,101,17,388,32,0,3,0,4,1,1
1,0,44,18,202,148,0,3,1,1,1,0
3,3,94,20,233,248,0,2,0,4,1,1
6,4,99,22,317,272,0,2,1,4,1,1
8,8,107,21,397,380,0,3,0,4,1,1
6,7,94,20,308,346,0,2,0,4,1,1
9,9,90,17,437,444,1,3,0,2,1,1
2,1,94,11,225,202,0,2,1,2,1,1
6,4,70,15,328,284,0,1,0,4,0,1
4,4,94,12,260,286,0,3,1,2,1,1
9,8,76,21,445,416,0,3,1,4,1,1
0,0,4,17,155,165,0,2,0,1,0,0
9,9,74,18,460,462,0,4,1,3,1,1
3,1,94,20,238,161,0,2,1,3,1,0
6,6,70,13,311,333,0,1,1,3,1,1
3,1,82,16,254,186,0,4,1,2,1,1
4,3,70,13,277,250,0,4,1,2,1,1
9,8,18,18,419,399,0,2,1,0,0,1
1,1,103,22,171,201,0,3,1,3,1,1
7,7,113,9,334,367,1,3,1,2,1,1
9,9,96,25,473,482,0,2,0,3,1,1
9,9,98,25,442,466,0,2,1,3,1,1
6,4,74,20,311,286,0,3,0,3,1,1
9,8,74,22,432,407,0,2,1,2,1,1
0,2,111,20,144,225,0,4,1,5,1,1
0,0,90,17,153,119,0,2,1,5,1,1
3,3,94,23,245,250,0,3,1,2,1,1
3,0,38,10,243,122,0,4,1,1,1,0
7,7,94,10,362,359,0,2,1,3,1,1
4,4,74,22,278,286,0,3,1,3,1,1
5,6,70,10,298,345,0,2,0,1,1,1
5,8,78,15,294,387,0,3,0,2,1,1
5,2,90,11,291,213,0,3,1,3,1,0
6,2,78,13,316,226,0,2,0,2,1,1
4,4,58,17,263,260,0,3,1,1,1,1
4,2,66,19,279,215,0,1,1,2,0,1
9,9,107,21,439,458,0,2,0,3,1,1
6,6,58,7,338,340,0,3,1,0,1,1
0,0,38,14,95,120,0,3,0,3,1,0
4,2,84,14,262,219,0,2,0,3,1,1
4,5,109,20,277,299,0,2,0,2,1,1
7,5,112,25,343,302,0,2,1,4,1,1
5,5,72,12,295,318,0,2,1,2,1,1
1,0,101,20,167,131,0,3,0,4,0,0
0,0,66,14,119,126,1,2,1,2,0,1
6,6,66,25,312,326,0,3,1,2,1,1
2,4,66,20,219,272,0,2,1,1,1,1
8,8,86,23,369,389,0,2,0,2,1,1
3,1,94,17,249,163,0,3,0,2,1,1
5,7,78,18,288,347,0,2,1,2,1,1
9,9,86,20,413,430,0,3,0,3,1,1
6,4,62,18,328,272,0,3,1,2,1,1
5,4,98,19,284,269,0,3,0,4,1,1
2,4,72,21,222,283,0,2,1,4,1,1
3,1,94,23,240,183,0,1,1,3,1,1
4,3,38,11,281,253,0,4,0,3,0,0
0,0,79,16,116,118,0,2,1,2,1,1
1,1,82,15,197,197,0,3,1,2,1,1
6,3,74,21,305,264,0,3,0,4,1,1
8,7,98,14,380,370,0,3,1,3,0,1
1,2,92,13,201,234,0,3,0,2,1,1
5,7,101,15,303,377,0,1,0,4,0,1
0,2,111,14,141,211,0,3,1,2,1,1
4,4,107,17,266,265,0,1,1,2,1,1
3,4,101,21,252,272,0,2,1,4,1,1
0,0,103,15,61,104,0,2,1,3,0,0
7,7,103,20,346,370,0,3,0,4,1,1
7,7,78,15,350,362,0,3,0,2,1,1
8,6,54,20,371,330,0,2,1,2,1,1
4,4,74,20,282,287,0,2,1,2,1,1
9,8,103,19,450,411,0,3,1,3,1,1
3,5,86,7,255,313,0,3,1,2,1,1
9,9,98,20,426,449,0,2,1,2,1,1
0,0,101,20,113,148,0,4,0,3,1,1
4,5,94,13,267,306,0,3,1,4,1,1
6,6,78,14,317,345,0,3,1,3,1,1
3,2,111,22,238,207,0,1,1,4,1,1
2,3,101,22,233,249,0,2,1,3,1,1
6,6,105,24,324,330,0,2,1,3,1,1
3,5,105,22,252,302,0,4,0,4,1,1
5,3,68,10,287,256,0,3,1,2,1,1
9,9,86,22,530,535,0,3,0,1,1,1
4,6,74,16,270,340,0,1,0,2,1,1
0,0,70,19,48,26,0,3,1,2,1,0
7,4,98,13,347,269,0,4,1,3,1,1
1,1,86,22,186,181,1,2,0,2,1,1
1,0,54,19,180,140,0,3,1,1,1,0
5,5,94,10,301,307,0,2,1,1,1,1
8,9,105,23,391,440,0,2,0,5,1,1
0,1,109,17,111,187,0,4,1,5,1,1
0,0,54,11,159,93,0,2,1,0,0,0
2,2,103,11,226,219,0,3,1,3,1,1
4,3,68,12,260,237,0,2,0,1,1,0
4,3,105,16,278,247,0,3,0,3,1,1
1,3,66,10,172,240,0,2,0,2,0,0
6,4,109,11,312,289,0,2,1,3,1,1
0,0,50,13,129,133,0,2,0,2,0,0
9,8,82,19,426,406,0,3,0,2,1,1
4,5,103,23,282,295,0,2,0,5,1,1
7,8,86,2,359,379,0,2,1,2,1,1
6,5,44,15,316,305,0,3,0,2,1,0
0,1,72,18,127,161,0,2,0,3,1,0
5,5,101,22,304,308,0,3,1,4,0,1
8,8,90,14,387,415,0,1,1,1,1,1
8,7,94,18,404,376,0,2,1,2,1,1
2,1,86,10,214,162,0,3,1,2,1,1
0,1,82,12,150,193,0,3,1,2,1,1
8,9,107,20,414,432,0,3,1,5,1,1
8,8,105,18,385,389,0,3,0,2,1,1
2,3,74,14,231,259,0,1,1,1,1,1
4,2,86,18,270,232,0,4,1,3,1,1
6,7,90,14,309,348,0,2,0,2,1,1
8,4,105,21,387,284,0,2,1,2,0,1
4,4,86,17,269,286,1,2,1,4,1,1
5,3,78,17,296,246,1,3,0,2,1,0
7,7,86,17,335,375,0,2,1,2,1,1
8,9,74,16,392,455,0,3,1,4,1,1
5,3,82,20,299,256,0,3,1,3,1,1
3,2,103,25,248,233,0,2,1,3,1,1
5,6,82,21,300,334,0,2,0,3,1,1
2,2,94,12,211,226,0,3,1,2,1,1
5,0,44,12,293,144,1,2,1,2,1,1
9,9,90,21,457,431,0,3,0,3,1,1
7,6,70,22,339,322,0,2,0,3,1,0
0,1,82,19,150,180,0,2,0,3,1,1
5,5,76,11,291,295,0,2,0,3,0,1
0,0,101,18,96,116,0,2,0,3,1,1
2,5,80,16,229,303,1,2,0,4,1,1
5,5,82,17,297,309,0,1,1,2,1,1
3,3,103,21,258,243,0,3,1,3,1,1
4,5,84,14,281,310,0,2,1,5,1,1
5,2,44,19,302,216,0,2,0,2,1,1
8,8,98,21,386,390,0,3,1,4,1,1
7,7,101,21,350,376,0,4,1,4,1,1
9,9,62,20,412,473,0,2,1,2,1,1
6,8,103,18,328,407,0,3,1,2,1,1
3,3,103,21,252,264,0,2,0,5,1,1
6,8,60,23,334,385,0,3,1,3,1,1
1,2,68,20,193,231,0,1,0,4,0,1
1,1,94,14,157,187,0,2,0,5,0,1
8,7,86,19,402,372,0,3,0,3,1,1
1,1,86,4,181,169,0,3,1,0,0,0
9,7,109,21,436,368,0,4,1,4,1,1
1,1,66,14,195,174,0,3,1,3,1,1
5,5,90,13,298,293,0,3,1,2,1,1
9,6,90,15,430,334,0,3,1,3,1,0
6,8,86,18,333,414,0,3,1,2,1,1
5,5,62,17,307,307,0,2,1,3,1,1
1,3,86,17,169,240,0,2,1,2,1,1
2,3,90,19,211,252,0,4,0,3,1,1
2,0,22,7,210,157,1,2,1,2,0,1
6,5,78,22,321,299,0,2,0,2,1,1
7,9,105,19,350,475,1,3,0,2,1,1
3,5,98,20,249,306,0,2,1,4,1,1
2,1,72,11,215,166,0,1,0,2,0,0
9,9,103,21,440,431,0,2,0,5,1,1
0,0,42,16,71,86,0,3,1,3,0,0
4,5,103,22,272,316,0,2,0,5,1,1
6,4,101,15,314,278,0,1,1,2,0,1
6,3,112,19,323,263,0,3,1,4,1,1
5,4,74,14,291,264,0,2,1,2,1,1
3,4,98,10,252,269,0,3,0,2,1,1
2,3,101,18,228,241,0,3,1,4,0,1
3,4,70,16,253,284,0,1,1,4,0,1
2,3,57,13,219,237,0,3,0,2,1,1
9,9,58,19,438,473,0,1,0,2,1,1
8,9,82,11,365,424,0,2,1,2,1,1
4,5,42,16,272,304,0,3,1,1,1,1
6,3,103,19,317,248,0,4,1,4,1,1
6,5,78,15,308,292,0,3,1,1,1,1
8,9,90,22,405,489,1,3,0,2,1,1
1,0,58,12,170,138,0,3,1,3,0,0
1,2,50,21,188,224,1,2,0,4,0,0
9,9,74,21,445,485,0,2,1,3,1,1
9,9,90,24,435,465,0,1,1,3,1,1
9,8,111,15,447,390,0,3,1,3,1,1
6,5,82,20,311,314,0,3,0,2,1,1
5,6,105,15,300,341,0,1,1,3,1,1
3,7,101,20,260,357,0,2,1,3,1,1
3,4,50,8,265,277,0,1,0,0,0,1
8,6,74,16,379,345,0,2,1,2,1,1
3,3,101,21,243,261,0,3,0,3,1,1
2,5,90,22,213,292,1,2,0,1,1,1
0,0,50,13,162,89,0,2,1,3,0,0
4,2,86,16,270,232,0,3,0,3,1,1
2,4,62,12,219,271,1,1,1,3,0,1
1,6,82,16,193,342,1,3,1,2,1,1
9,8,88,17,439,389,0,1,1,4,1,1
7,5,86,19,348,315,0,3,0,2,1,1
7,5,54,15,354,288,0,3,1,1,1,1
8,8,78,19,379,395,0,2,1,2,1,1
9,6,90,13,422,340,0,3,1,2,1,1
1,0,62,15,184,143,0,2,0,1,0,0
1,0,107,17,169,159,0,4,1,5,1,1
9,9,90,16,424,430,0,3,1,3,1,1
5,4,78,14,294,289,0,2,1,4,1,1
1,3,82,13,174,238,0,2,1,2,0,1
5,7,109,23,307,358,0,3,1,3,0,1
6,7,70,20,331,379,0,3,0,2,1,1
1,3,82,18,196,263,0,4,0,3,1,1
8,8,86,15,394,409,0,2,0,2,1,1
6,6,98,24,321,329,0,2,1,4,1,1
7,8,86,19,341,392,0,3,0,3,1,1
0,1,80,13,125,162,0,2,1,2,1,1
5,6,112,11,309,338,0,3,1,3,1,1
4,6,94,17,262,325,0,2,1,2,1,1
7,6,94,22,357,343,0,3,0,4,1,1
1,3,78,16,196,258,0,3,1,4,1,1
1,4,86,18,195,286,0,2,1,2,1,1
3,3,101,21,237,246,0,3,0,3,1,1
1,1,70,16,197,172,0,4,1,4,1,1
4,3,66,20,270,258,0,2,0,2,1,1
3,4,94,18,256,266,0,2,1,2,0,0
2,1,101,16,228,186,0,3,1,4,1,1
4,6,42,7,273,330,0,1,0,0,0,1
8,6,99,17,390,346,0,3,1,2,1,1
9,7,109,18,411,360,0,3,0,2,1,1
6,8,107,20,326,390,0,3,1,4,1,1
0,0,60,21,148,84,0,2,1,5,0,1
1,3,82,19,174,256,0,3,1,3,1,1
2,3,82,13,221,246,0,2,1,2,1,1
6,3,94,21,315,256,0,2,1,3,1,1
8,6,98,24,375,341,0,3,1,4,1,1
6,6,98,17,321,346,0,3,0,2,1,1
9,8,105,17,409,417,0,3,1,3,1,1
4,6,103,20,275,336,0,3,0,4,1,1
9,9,94,22,414,426,0,3,1,4,1,1
9,9,74,16,420,439,0,3,1,2,1,1
8,8,90,18,386,409,0,3,0,4,1,1
7,6,107,23,363,324,0,2,1,4,1,1
0,0,86,10,110,80,0,1,1,4,0,0
9,8,109,17,428,417,0,3,0,2,1,1
5,4,90,14,300,267,0,4,1,2,1,1
8,9,74,22,406,433,0,1,0,3,1,1
8,7,94,20,401,351,0,2,0,2,1,1
2,2,103,23,225,232,0,3,1,4,1,1
1,1,74,15,194,186,0,2,0,2,1,0
2,3,86,13,226,239,1,2,1,1,1,0
2,3,30,17,221,238,0,2,0,2,0,1
7,9,94,23,356,421,0,3,0,5,1,1
3,4,113,20,258,283,0,3,0,3,1,1
3,5,88,16,239,306,0,3,0,2,1,1
8,6,103,20,384,329,0,3,1,3,1,1
6,6,74,10,327,331,0,2,1,1,1,1
4,6,105,23,269,332,0,3,1,4,0,1
7,8,94,19,352,411,0,3,0,2,1,1
7,7,82,18,344,353,0,2,0,1,1,1
4,5,105,16,280,305,0,1,1,4,1,1
1,1,58,15,198,186,0,2,1,1,1,1
0,0,74,9,139,140,0,1,1,3,0,0
5,3,78,21,286,259,0,2,0,3,1,1
8,7,101,21,385,377,0,3,1,3,1,1
7,9,90,22,365,448,0,2,1,3,1,1
1,2,86,15,180,221,0,1,1,2,0,1
3,5,86,17,250,290,0,2,1,2,1,1
7,6,111,19,358,331,0,3,1,5,1,1
7,8,82,17,351,408,0,2,1,2,1,1
6,6,90,20,333,347,0,3,1,3,1,1
5,2,42,16,287,226,0,3,0,3,1,0
6,5,103,22,311,306,0,3,0,3,1,1
1,1,80,16,201,182,0,2,0,4,0,0
1,0,26,11,219,154,0,2,1,0,0,1
0,0,103,19,151,146,0,1,1,3,1,1
7,7,78,24,357,369,0,3,1,3,1,1
6,5,94,19,326,318,0,2,0,4,1,1
4,2,86,11,261,225,0,1,1,3,1,1
7,6,74,14,347,324,0,2,1,3,1,1
6,6,34,15,323,327,0,3,1,4,1,1
